,yc_10y2y,real_ff,eps_yoy,capex_gdp_pct,IVW_score,IVW_allocation
2007-04-30,0.03000000000000025,2.6570752366716475,-3.4171654291496822,13.649990422527958,0.22995049504950493,0.10748762376237624
2007-07-31,0.22000000000000064,2.942109413504192,-0.7004326441264475,13.77229347812351,0.32524752475247526,0.13131188118811882
2007-10-31,0.5400000000000005,1.1493016344725238,-5.728950368980879,13.83273699325541,0.33193069306930695,0.13298267326732674
2008-01-31,1.5,-0.354695655165981,-1.33556236904816,13.902011123571514,0.5467821782178217,0.18669554455445542
2008-04-30,1.48,-1.6237609759888127,-4.244799190985271,13.96529897111067,0.5933168316831683,0.19832920792079206
2008-07-31,1.4700000000000002,-3.4875120783418376,-7.827414652291176,13.84378039084736,0.6235148514851485,0.20587871287128712
2008-10-31,2.4499999999999997,-2.761057889956513,-8.886986155605426,13.554937482712765,0.625990099009901,0.20649752475247524
2009-01-31,1.9300000000000002,0.2635860190221272,-46.036498133221684,13.019590560348638,0.353960396039604,0.138490099009901
2009-04-30,2.25,0.7263244243767063,-15.06591180830319,12.186577110703128,0.3106435643564356,0.12766089108910889
2009-07-31,2.39,2.1187610037622773,-11.027341724449236,11.85670689223096,0.3034653465346535,0.12586633663366337
2009-10-31,2.5100000000000002,0.3439682942003385,7.630230981064168,11.73254788848023,0.485891089108911,0.17147277227722774
2010-01-31,2.81,-2.511111388976716,93.88467158948362,11.647907970166912,0.7524752475247525,0.2381188118811881
2010-04-30,2.7199999999999998,-2.00677075253044,39.527460307873774,11.640889938847012,0.7225247524752475,0.2306311881188119
2010-07-31,2.3899999999999997,-1.1607784804821077,30.13407950720506,11.85120245112997,0.6423267326732673,0.21058168316831682
2010-10-31,2.29,-0.9766951489314626,19.107012260623435,12.043999028636788,0.6034653465346534,0.20086633663366338
2011-01-31,2.84,-1.5307834915029774,9.888130881266122,12.145557711519023,0.6655940594059406,0.21639851485148515
2011-04-30,2.71,-2.9772344447868693,-3.6363069253107283,12.098591611683798,0.5660891089108911,0.1915222772277228
2011-07-31,2.46,-3.5098809769996167,1.2409180025371835,12.249437394950448,0.6564356435643565,0.21410891089108913
2011-10-31,1.92,-3.4522681306640526,-3.302223407208027,12.751749780159102,0.5628712871287129,0.19071782178217822
2012-01-31,1.61,-2.9287663379855022,1.461911987860387,12.918864664439585,0.5943069306930693,0.1985767326732673
2012-04-30,1.68,-2.1331633741348566,27.91912207192717,13.064169986504906,0.7146039603960397,0.2286509900990099
2012-07-31,1.28,-1.2575114798464784,17.71796059609607,13.24544189388426,0.6014851485148515,0.20037128712871288
2012-10-31,1.42,-1.9956780595369363,17.98800996134169,13.110865066609408,0.6606435643564356,0.2151608910891089
2013-01-31,1.75,-1.5440617620982988,10.551362927999474,13.172087752450162,0.6527227722772276,0.21318069306930693
2013-04-30,1.48,-0.9888080475768669,-5.433447268171698,13.192209675178484,0.42896039603960395,0.157240099009901
2013-07-31,2.29,-1.7954718054158059,-1.9498762981703277,13.196522835294843,0.6007425742574257,0.20018564356435642
2013-10-31,2.26,-0.7867991434911471,-0.8482064909568598,13.26078496208351,0.5356435643564356,0.1839108910891089
2014-01-31,2.33,-1.487758795574915,3.5333015866144235,13.390969379454502,0.651980198019802,0.21299504950495052
2014-04-30,2.25,-1.9251253036061688,0.9223112497399377,13.60291103399761,0.6801980198019801,0.22004950495049502
2014-07-31,2.05,-1.8842378703305973,7.0582636272320975,13.736420932650201,0.7391089108910891,0.23477722772277226
2014-10-31,1.85,-1.519541702151329,7.967924716715946,13.808248243057776,0.7269801980198021,0.2317450495049505
2015-01-31,1.21,0.33993097820542817,3.367508966399657,13.8450539437661,0.5178217821782178,0.17945544554455445
2015-04-30,1.4699999999999998,0.22403098939391064,1.5623655756890953,13.735466641097652,0.502970297029703,0.17574257425742573
2015-07-31,1.5300000000000002,-0.09568611104094582,-2.747646703336093,13.667289504077292,0.4752475247524753,0.16881188118811882
2015-10-31,1.4100000000000001,-0.007616560670507089,-8.356116020148875,13.659635295272277,0.40371287128712874,0.15092821782178217
2016-01-31,1.18,-0.8975025026943875,-11.67805962836309,13.574474656738381,0.3940594059405941,0.14851485148514854
2016-04-30,1.06,-0.8026257503534843,-3.7898088153970666,13.519265129588884,0.3905940594059406,0.14764851485148517
2016-07-31,0.7899999999999999,-0.4783633430518256,-1.7648359865819252,13.499258378526976,0.3764851485148515,0.14412128712871286
2016-10-31,0.9800000000000001,-1.285924966243646,0.7900222790623523,13.571423240554164,0.5096534653465347,0.17741336633663368
2017-01-31,1.2600000000000002,-1.8603933482571118,10.311336395821202,13.539476585382898,0.6408415841584157,0.21021039603960395
2017-04-30,1.01,-1.276223471915395,13.276940336608156,13.539520885904855,0.5955445544554456,0.1988861386138614
2017-07-31,0.9599999999999997,-0.5751073506566073,8.278738748494296,13.580145486493064,0.5173267326732673,0.17933168316831682
2017-10-31,0.7799999999999998,-0.870757753132485,10.979862679039964,13.53425488108601,0.5193069306930693,0.17982673267326732
2018-01-31,0.5800000000000001,-0.7413188680639451,-3.2181723537877294,13.619379223168556,0.38465346534653466,0.14616336633663368
2018-04-30,0.45999999999999996,-0.7809963021052995,-2.868552344322095,13.799688546449913,0.41559405940594063,0.15389851485148515
2018-07-31,0.29000000000000004,-0.944124785561929,2.1503081912023214,13.78489446920525,0.47846534653465345,0.16961633663366338
2018-10-31,0.2799999999999998,-0.302032470218053,-2.287458367733819,13.72463607152937,0.3571782178217822,0.13929455445544556
2019-01-31,0.17999999999999972,0.9124106421708666,8.104170353329799,13.770003413827997,0.41460396039603964,0.1536509900990099
2019-04-30,0.23999999999999977,0.41941652979093913,2.926796125788589,13.7357661191004,0.38811881188118813,0.14702970297029705
2019-07-31,0.13000000000000012,0.5736686649629319,-0.19342959739405696,13.809639040920674,0.35519801980198024,0.13879950495049506
2019-10-31,0.16999999999999993,0.09602630038137061,3.6462951250678888,13.73792654669432,0.4081683168316832,0.1520420792079208
2020-01-31,0.17999999999999994,-1.049767976845202,5.206752716697127,13.542495840897391,0.44207920792079203,0.160519801980198
2020-04-30,0.44,-0.2630472940411133,-2.0338949900740255,13.415636388144895,0.31980198019801986,0.12995049504950495
2020-07-31,0.44000000000000006,-0.9068647625897998,-9.759810653370183,13.433409704267765,0.3106435643564357,0.12766089108910894
2020-10-31,0.74,-1.1403863428671623,22.43668559413159,12.885079672879787,0.5217821782178218,0.18044554455445544
2021-01-31,1.0,-1.2653199782346147,14.543371406343919,13.018613529308432,0.5477722772277228,0.18694306930693072
2021-04-30,1.49,-4.067373453318349,33.9329707757853,12.962196525476537,0.7247524752475247,0.23118811881188117
2021-07-31,1.05,-5.169167647240969,60.60299982403357,12.852687472973301,0.6732673267326732,0.2183168316831683
